,X,Y
GLOB_2,-4.9691,5.301
GLOB_2,-4.8226,4.6477
GLOB_2,-4.5388,4.7149
GLOB_2,-5.0317,4.8776
GLOB_2,-4.6099,4.9268
GLOB_2,-5.2018,5.0822
GLOB_2,-4.5281,5.2306
GLOB_2,-4.6955,4.7164
GLOB_2,-5.4582,5.0729
GLOB_2,-5.323,4.5575
GLOB_2,-5.3147,4.8009
GLOB_2,-5.4092,5.0346
GLOB_2,-5.3907,5.2456
GLOB_2,-4.7235,4.5002
GLOB_2,-5.4307,5.0906
GLOB_2,-4.832,4.9668
GLOB_2,-5.0182,5.4273
GLOB_2,-4.8345,4.768
GLOB_2,-5.4424,5.412
GLOB_2,-4.6407,5.3225
GLOB_2,-5.3998,5.2794
GLOB_2,-5.0004,4.7301
GLOB_2,-5.1434,5.4659
GLOB_2,-4.8472,4.9243
GLOB_2,-4.5294,4.5158
GLOB_2,-4.8493,5.3337
GLOB_2,-5.0444,4.5708
GLOB_2,-4.951,4.8512
GLOB_2,-5.0427,4.6982
GLOB_2,-4.9351,4.8814
GLOB_2,-4.7261,4.9947
GLOB_2,-4.5133,5.0617
GLOB_2,-5.4376,5.1258
GLOB_2,-5.4496,5.048
GLOB_2,-5.0267,4.5725
GLOB_2,-5.1702,5.342
GLOB_2,-4.5898,5.436
GLOB_2,-5.1119,4.5015
GLOB_2,-5.205,4.5423
GLOB_2,-4.7482,5.2447
GLOB_2,-5.1177,5.0063
GLOB_2,-5.1568,5.3815
GLOB_2,-5.3295,5.1081
GLOB_2,-5.0637,4.6575
GLOB_2,-5.4495,5.4084
GLOB_2,-4.724,4.8162
GLOB_2,-5.2045,5.2082
GLOB_2,-4.5742,5.3172
GLOB_2,-4.788,5.408
GLOB_2,-5.3561,5.0814
GLOB_2,-4.5854,4.9992
GLOB_2,-4.8875,5.1073
GLOB_2,-4.9316,5.1038
GLOB_2,-5.0801,4.9217
GLOB_2,-4.5644,5.3563
GLOB_2,-4.5257,5.2208
GLOB_2,-4.7624,4.9996
GLOB_2,-4.6119,4.6543
GLOB_2,-4.9283,5.4756
GLOB_2,-4.6425,5.0689
GLOB_2,-4.718,5.3387
GLOB_2,-4.5019,5.0812
GLOB_2,-4.7677,4.632
GLOB_2,-5.3344,4.7265
GLOB_2,-4.6629,4.8391
GLOB_3,-5.2657,-5.4052
GLOB_3,-5.2666,-4.94
GLOB_3,-5.1078,-5.0916
GLOB_3,-4.6113,-4.7592
GLOB_3,-4.645,-4.9435
GLOB_3,-5.2726,-4.5001
GLOB_3,-4.5078,-5.19
GLOB_3,-4.9149,-5.195
GLOB_3,-4.9896,-5.1205
GLOB_3,-4.8712,-4.6182
GLOB_3,-5.4373,-4.9452
GLOB_3,-4.649,-4.8034
GLOB_3,-4.64,-5.2421
GLOB_3,-4.6785,-4.5199
GLOB_3,-4.6245,-4.8391
GLOB_3,-4.6551,-4.729
GLOB_3,-5.1299,-4.7623
GLOB_3,-5.052,-4.6205
GLOB_3,-5.2248,-4.7949
GLOB_3,-5.1572,-5.4937
GLOB_3,-5.1027,-4.5261
GLOB_3,-5.4223,-5.2013
GLOB_3,-4.6618,-4.6099
GLOB_3,-4.6929,-5.3177
GLOB_3,-5.0122,-4.9732
GLOB_3,-5.1365,-4.5876
GLOB_3,-4.7034,-5.4607
GLOB_3,-5.3914,-4.5339
GLOB_3,-4.628,-4.9972
GLOB_3,-5.136,-5.3297
GLOB_3,-5.2755,-5.0375
GLOB_3,-4.5224,-4.8256
GLOB_3,-4.6002,-5.4728
GLOB_3,-4.7914,-4.7317
GLOB_3,-4.666,-5.3879
GLOB_3,-5.4331,-4.9515
GLOB_3,-4.9124,-5.2395
GLOB_3,-5.1294,-4.5646
GLOB_3,-4.5791,-4.5251
GLOB_3,-5.3848,-4.5815
GLOB_3,-5.2643,-5.0602
GLOB_3,-5.1281,-5.308
GLOB_3,-4.6322,-4.9853
GLOB_3,-5.2394,-5.2205
GLOB_3,-4.6688,-4.5103
GLOB_3,-4.5079,-4.8288
GLOB_3,-4.9604,-4.6231
GLOB_3,-5.4292,-4.9898
GLOB_3,-5.4701,-5.1364
GLOB_3,-5.0339,-4.6343
GLOB_3,-5.2189,-4.8043
GLOB_3,-5.3329,-5.0064
GLOB_3,-5.4162,-4.9425
GLOB_3,-4.5065,-5.2078
GLOB_3,-4.6671,-4.6182
GLOB_3,-5.3367,-5.3577
GLOB_3,-5.4014,-5.2846
GLOB_3,-5.0356,-4.6366
GLOB_3,-4.8399,-4.9855
GLOB_3,-4.836,-5.4924
GLOB_3,-4.861,-5.4327
GLOB_3,-4.7543,-4.8676
GLOB_3,-4.7862,-4.9182
GLOB_3,-4.8816,-4.6049
GLOB_3,-4.9195,-4.5088
GLOB_3,-5.1756,-5.3839
GLOB_3,-5.3927,-5.0056
GLOB_3,-5.301,-5.2538
GLOB_3,-4.5425,-5.3706
GLOB_3,-5.4712,-4.7766
GLOB_3,-5.0133,-5.0556
GLOB_3,-5.431,-4.8134
GLOB_3,-5.2039,-5.4968
GLOB_3,-4.7402,-5.3321
GLOB_3,-5.201,-5.402
GLOB_3,-4.8485,-5.3855
GLOB_3,-4.5582,-4.531
GLOB_3,-4.6026,-4.6479
GLOB_3,-5.0917,-5.2045
GLOB_3,-4.5928,-5.1034
GLOB_3,-4.8223,-5.1671
GLOB_3,-5.3192,-4.7595
GLOB_3,-4.7871,-4.7322
GLOB_3,-4.5765,-5.3117
GLOB_3,-5.4122,-5.0077
GLOB_3,-5.2438,-5.4277
GLOB_3,-4.7384,-5.3125
GLOB_3,-4.723,-5.3515
GLOB_3,-4.9615,-4.8525
GLOB_3,-5.1779,-4.8941
GLOB_3,-5.1435,-4.6336
GLOB_3,-5.4849,-5.3364
GLOB_3,-4.6046,-4.6782
GLOB_3,-5.3131,-5.0442
GLOB_3,-4.7493,-4.5106
GLOB_3,-5.3421,-5.12
GLOB_3,-4.7532,-5.3143
GLOB_3,-5.0905,-4.8668
GLOB_3,-5.3665,-5.0594
GLOB_3,-5.1772,-5.488
GLOB_3,-4.9434,-5.0468
GLOB_3,-5.3469,-5.2849
GLOB_3,-5.3129,-5.1967
GLOB_3,-4.7733,-4.7554
GLOB_3,-5.4516,-4.8725
GLOB_3,-4.8085,-4.6231
GLOB_3,-5.2075,-5.0784
GLOB_3,-5.1065,-5.367
GLOB_3,-4.6977,-4.95
GLOB_3,-4.5323,-5.2112
GLOB_3,-4.5324,-5.3996
GLOB_3,-4.9005,-4.7595
GLOB_3,-5.3596,-4.8285
GLOB_3,-4.9081,-5.0053
GLOB_3,-5.0165,-4.7062
GLOB_3,-4.9696,-4.9371
GLOB_3,-4.8766,-4.78
GLOB_3,-4.7243,-4.7898
GLOB_3,-5.4572,-4.7171
GLOB_3,-4.6544,-4.8975
GLOB_3,-5.0573,-5.4285
GLOB_3,-5.0518,-4.5089
GLOB_3,-5.0589,-4.7845
GLOB_3,-5.1971,-4.831
GLOB_3,-5.2964,-5.4029
GLOB_3,-5.1748,-4.7463
GLOB_3,-4.6678,-5.457
GLOB_3,-5.2767,-4.7314
GLOB_3,-4.7596,-5.4866
GLOB_3,-5.4369,-4.6973
GLOB_3,-5.0455,-4.767
GLOB_3,-4.7879,-4.7924
GLOB_3,-4.9496,-5.1859
GLOB_3,-4.8217,-4.5183
GLOB_3,-4.5983,-4.8816
GLOB_3,-4.7452,-4.843
GLOB_3,-4.8637,-5.3649
GLOB_3,-4.8232,-4.9205
GLOB_3,-5.0479,-4.7035
GLOB_3,-5.4845,-4.8938
GLOB_3,-5.4825,-5.3125
GLOB_3,-5.0806,-5.3777
GLOB_3,-4.6016,-5.1058
GLOB_3,-5.2053,-4.5111
GLOB_3,-4.5593,-4.8629
GLOB_3,-4.5192,-5.1975
GLOB_3,-5.0059,-5.0262
GLOB_3,-5.3615,-5.0968
GLOB_3,-5.3693,-5.1448
GLOB_3,-5.3641,-5.4543
GLOB_3,-4.8668,-5.0581
GLOB_3,-5.3873,-4.5074
GLOB_3,-4.8943,-4.7882
GLOB_3,-5.3198,-5.2788
GLOB_3,-4.6667,-5.2243
GLOB_3,-5.39,-4.9758
GLOB_3,-4.8105,-5.3851
GLOB_3,-4.87,-5.4674
GLOB_3,-4.7511,-4.6467
GLOB_3,-4.9037,-5.0964
GLOB_3,-5.3907,-5.0723
GLOB_3,-5.0909,-4.6244
GLOB_3,-4.6765,-4.9044
GLOB_3,-4.6475,-4.5578
GLOB_3,-4.8731,-4.9234
GLOB_3,-4.9969,-5.0382
GLOB_3,-4.7755,-5.4077
GLOB_3,-4.8782,-5.1078
GLOB_3,-5.2846,-4.7616
GLOB_3,-4.9397,-5.0076
GLOB_3,-5.4944,-4.7157
GLOB_3,-5.0195,-4.7259
GLOB_3,-5.0315,-5.0355
GLOB_3,-4.6406,-5.2299
GLOB_3,-4.7106,-4.6911
GLOB_3,-5.3261,-4.5193
GLOB_3,-5.0082,-4.8839
GLOB_3,-4.9832,-4.6894
GLOB_3,-4.9872,-5.2925
GLOB_3,-4.582,-5.4794
GLOB_3,-4.6266,-5.0707
GLOB_3,-5.2193,-4.7772
GLOB_3,-4.6632,-5.3869
GLOB_3,-4.8771,-5.0624
GLOB_3,-5.4175,-5.2556
GLOB_3,-5.0028,-5.0135
GLOB_3,-4.9741,-4.5357
GLOB_3,-5.2457,-5.3335
GLOB_3,-5.1837,-5.4852
GLOB_3,-4.7869,-5.2902
GLOB_3,-5.2012,-5.1935
GLOB_3,-4.5208,-5.3828
GLOB_3,-4.5331,-4.5759
GLOB_3,-5.2352,-5.196
GLOB_3,-4.8218,-4.9625
GLOB_3,-5.1394,-5.1632
GLOB_3,-4.9647,-4.5744
GLOB_3,-4.9996,-5.354
GLOB_3,-5.2053,-4.5898
GLOB_3,-5.4338,-4.8053
GLOB_4,4.9345,-5.0868
GLOB_4,4.8759,-4.5424
GLOB_4,5.1705,-4.6407
GLOB_4,5.4977,-5.3545
GLOB_4,5.2203,-5.1671
GLOB_4,4.6931,-4.5444
GLOB_4,5.2435,-5.433
GLOB_4,5.2105,-5.0259
GLOB_4,4.9671,-5.101
GLOB_4,4.7149,-5.3518
GLOB_4,5.1053,-4.9313
GLOB_4,5.213,-4.8623
GLOB_4,4.5294,-4.5827
GLOB_4,5.1572,-5.144
GLOB_4,4.7577,-4.6391
GLOB_4,4.6445,-4.9808
GLOB_4,4.6817,-4.7249
GLOB_4,4.5757,-5.3048
GLOB_4,4.7998,-4.5483
GLOB_4,5.351,-5.4076
GLOB_4,5.2124,-5.3031
GLOB_4,5.2899,-5.3737
GLOB_4,5.094,-4.7934
GLOB_4,5.0543,-4.7569
GLOB_4,4.9093,-4.6726
GLOB_4,5.4145,-4.8157
GLOB_4,4.7756,-5.2
GLOB_4,5.0715,-5.1023
GLOB_4,4.8851,-4.9554
GLOB_4,4.9623,-5.4873
GLOB_4,4.7065,-4.5655
GLOB_4,4.5925,-4.8842
GLOB_4,5.3066,-5.2136
GLOB_4,5.1088,-4.892
GLOB_4,4.5337,-5.0514
GLOB_4,4.6272,-4.7723
GLOB_4,5.1355,-4.8062
GLOB_4,5.2006,-4.6476
GLOB_4,4.8865,-4.7428
GLOB_4,5.0443,-4.9945
GLOB_4,4.7209,-5.2679
GLOB_4,4.9193,-4.8835
GLOB_4,5.1939,-5.2848
GLOB_4,5.3181,-5.1535
GLOB_4,4.6021,-4.79
GLOB_4,4.9585,-4.8716
GLOB_4,5.225,-4.8458
GLOB_4,4.7066,-4.8828
GLOB_4,4.6537,-5.313
GLOB_4,4.6286,-5.0283
GLOB_4,4.587,-5.2886
GLOB_4,5.4651,-5.2132
GLOB_4,4.7098,-5.1266
GLOB_4,5.3044,-5.0145
GLOB_4,4.8499,-5.0394
GLOB_4,5.0029,-5.342
GLOB_4,5.2216,-5.235
GLOB_4,4.7481,-5.4987
GLOB_4,4.7959,-4.7932
GLOB_4,4.7029,-4.9271
GLOB_4,4.5098,-5.4323
GLOB_4,4.5992,-5.1151
GLOB_4,4.813,-5.2403
GLOB_4,4.9268,-5.2816
GLOB_4,4.7262,-4.8584
GLOB_4,5.1924,-4.6554
GLOB_4,5.3367,-5.2737
GLOB_4,5.0832,-4.9754
GLOB_4,4.9311,-4.7463
GLOB_4,4.7731,-4.5524
GLOB_4,4.8379,-5.3634
GLOB_4,5.3641,-4.9023
GLOB_4,4.7983,-4.9164
GLOB_4,5.2784,-4.7953
GLOB_4,4.6437,-4.7961
GLOB_4,5.4991,-5.4623
GLOB_4,4.8891,-5.0976
GLOB_4,4.9803,-5.4163
GLOB_4,5.4865,-5.1752
GLOB_4,4.8484,-4.9321
GLOB_4,5.2485,-5.0517
GLOB_4,5.0767,-5.2435
GLOB_4,4.9446,-5.1161
GLOB_4,4.7342,-5.3078
GLOB_4,5.4229,-5.1536
GLOB_4,5.3142,-4.7394
GLOB_4,5.3862,-4.8886
GLOB_4,4.6438,-5.3424
GLOB_4,5.2152,-5.4158
GLOB_4,5.2311,-5.2505
GLOB_4,5.4568,-5.2029
GLOB_4,4.5325,-5.2948
GLOB_4,4.7614,-4.7616
GLOB_4,5.4958,-4.5169
GLOB_4,5.0697,-5.3424
GLOB_4,5.1353,-4.7686
GLOB_4,4.6722,-5.3053
GLOB_4,4.9389,-5.024
GLOB_4,5.3096,-5.1292
GLOB_4,5.233,-5.305
GLOB_4,5.2184,-4.8824
GLOB_4,4.6514,-4.6133
GLOB_4,4.5938,-5.2505
GLOB_4,5.0112,-5.0048
GLOB_4,5.0396,-5.0445
GLOB_4,5.1273,-5.084
GLOB_4,4.6129,-4.8379
GLOB_4,5.246,-5.3702
GLOB_4,5.0532,-4.7599
GLOB_4,5.0733,-4.7289
GLOB_4,4.6198,-4.6511
GLOB_4,5.4898,-5.4747
GLOB_4,4.7054,-4.915
GLOB_4,4.7142,-4.8059
GLOB_4,4.5467,-4.6504
GLOB_4,5.0974,-5.3861
GLOB_4,5.1762,-4.8342
GLOB_4,5.0961,-5.3494
GLOB_4,4.9638,-4.6324
GLOB_4,4.6736,-5.252
GLOB_4,5.3506,-5.1981
GLOB_4,5.264,-4.6327
GLOB_4,4.9582,-4.8848
GLOB_4,5.0176,-4.9316
GLOB_4,5.0406,-4.5911
GLOB_4,5.3536,-4.9438
GLOB_4,5.3168,-5.1087
GLOB_4,5.1273,-4.7806
GLOB_4,5.2275,-5.4926
GLOB_4,4.9171,-4.8945
GLOB_4,5.0218,-5.4691
GLOB_4,5.0398,-4.6847
GLOB_4,4.6837,-5.033
GLOB_4,4.9636,-5.3774
GLOB_4,4.7868,-4.5376
GLOB_4,4.8196,-4.8579
GLOB_4,5.1805,-4.6119
GLOB_4,4.6409,-5.3764
GLOB_4,4.6168,-5.2721
GLOB_4,5.0044,-5.1759
GLOB_4,4.8323,-5.1673
GLOB_4,4.7274,-4.6499
GLOB_4,5.01,-4.658
GLOB_4,4.5256,-4.9932
GLOB_4,5.118,-4.9287
GLOB_4,4.7752,-5.2078
GLOB_4,4.84,-4.8395
GLOB_4,5.2247,-4.8074
GLOB_4,5.1897,-5.4261
GLOB_4,5.4616,-5.1533
GLOB_4,4.6746,-5.4453
GLOB_4,5.4752,-5.1126
GLOB_4,4.5614,-4.8127
GLOB_4,4.6918,-4.7766
GLOB_4,4.5968,-5.3574
GLOB_4,5.4072,-4.8927
GLOB_4,5.0816,-5.1814
GLOB_4,4.5352,-4.7932
GLOB_4,4.6833,-5.359
GLOB_4,4.5331,-4.934
GLOB_4,5.0254,-5.4098
GLOB_4,4.7632,-5.1211
GLOB_4,5.4112,-4.6222
GLOB_4,5.4459,-4.8071
GLOB_4,4.7139,-4.7758
GLOB_4,5.1546,-5.2044
GLOB_4,4.8841,-5.1113
GLOB_4,4.8199,-4.6289
GLOB_4,4.5693,-4.7504
GLOB_4,4.8321,-5.2288
GLOB_4,4.6573,-5.2775
GLOB_4,4.9568,-5.1649
GLOB_4,4.6229,-5.4482
GLOB_4,5.3623,-5.3588
GLOB_4,5.2685,-5.0897
GLOB_4,4.7791,-5.1394
GLOB_4,5.0157,-5.0634
GLOB_4,5.3075,-5.2398
GLOB_4,4.6056,-5.4445
GLOB_4,4.7014,-5.3495
GLOB_4,5.274,-4.785
GLOB_4,4.6978,-4.9136
GLOB_4,5.0021,-4.9315
GLOB_4,5.1875,-4.6228
