,X,Y
GLOB_1,-0.4125,-0.2399
GLOB_1,-0.3668,-0.2806
GLOB_1,-0.5848,-0.2874
GLOB_1,-0.7738,-0.2497
GLOB_1,-0.5043,-0.314
GLOB_1,-0.5555,-0.2555
GLOB_1,-0.4418,-0.3909
GLOB_1,-0.598,-0.3909
GLOB_2,0.511,0.5271
GLOB_2,0.4371,0.4592
GLOB_2,0.5812,0.5096
GLOB_2,0.3831,0.4312
GLOB_2,0.3773,0.3992
GLOB_2,0.4373,0.4368
GLOB_2,0.5712,0.3787
GLOB_2,0.5337,0.3258
GLOB_2,0.3423,0.3796
GLOB_2,0.2896,0.2909
GLOB_2,0.3687,0.3599
GLOB_2,0.3594,0.3601
GLOB_2,0.5239,0.3051
GLOB_2,0.2201,0.1832
GLOB_2,0.4909,0.1845
GLOB_2,0.3735,0.2551
GLOB_2,0.3758,0.2513
GLOB_2,0.3986,0.1815
GLOB_3,0.6398,-0.1308
GLOB_3,0.5853,-0.0919
GLOB_3,0.635,0.025
GLOB_3,0.5759,-0.1626
GLOB_3,0.516,-0.0637
GLOB_3,0.5412,-0.1072
GLOB_3,0.6818,-0.1541
GLOB_3,0.4828,-0.074
GLOB_3,0.6513,-0.1638
GLOB_3,0.5344,-0.1845
GLOB_3,0.7006,-0.1934
GLOB_3,0.6238,-0.2068
GLOB_3,0.5289,-0.242
GLOB_3,0.5682,-0.2252
GLOB_3,0.6479,-0.2991
GLOB_3,0.7994,-0.2494
GLOB_3,0.7135,-0.191
GLOB_3,0.6286,-0.3087
GLOB_3,0.7076,-0.31
GLOB_3,0.6478,-0.3801
GLOB_1,-0.7322,0.0462
GLOB_1,-0.7235,0.0676
GLOB_1,-0.7019,-0.002
GLOB_1,-0.6091,-0.1275
GLOB_1,-0.8784,-0.0801
GLOB_1,-0.3495,-0.0122
GLOB_1,-0.5907,-0.0367
GLOB_1,-0.5717,-0.067
GLOB_1,-0.7982,-0.0576
GLOB_1,-0.8921,-0.0353
GLOB_1,-0.6494,-0.0435
GLOB_1,-0.64,-0.0344
GLOB_1,-0.781,-0.0359
GLOB_1,-0.3867,-0.1249
GLOB_1,-0.6041,-0.0979
GLOB_1,-0.6193,-0.1591
GLOB_1,-0.5158,-0.0646
GLOB_1,-0.5738,-0.1908
GLOB_1,-0.6057,-0.2598
GLOB_1,-0.4454,-0.2891
GLOB_1,-0.3849,-0.1198
GLOB_1,-0.6238,-0.164
GLOB_1,-0.5976,-0.3717
GLOB_1,-0.507,-0.2538
GLOB_1,-0.553,-0.2339
GLOB_1,-0.464,-0.3587
GLOB_1,-0.4231,-0.4426
GLOB_2,0.4755,0.6044
GLOB_2,0.2584,0.4948
GLOB_2,0.4766,0.4335
GLOB_2,0.3929,0.5115
GLOB_2,0.3841,0.4682
GLOB_2,0.4109,0.2786
GLOB_2,0.4411,0.285
GLOB_2,0.4485,0.4303
GLOB_2,0.3785,0.3759
GLOB_2,0.3511,0.3938
GLOB_2,0.3817,0.1943
GLOB_2,0.4363,0.3542
GLOB_2,0.5176,0.2764
GLOB_2,0.164,0.2762
GLOB_2,0.6102,0.2586
GLOB_2,0.3954,0.1956
GLOB_2,0.3205,0.1728
GLOB_2,0.4153,0.2242
GLOB_3,0.6764,-0.1335
GLOB_3,0.5366,-0.0621
GLOB_3,0.5512,-0.062
GLOB_3,0.6809,0.0413
GLOB_3,0.5109,-0.0217
GLOB_3,0.4312,-0.1831
GLOB_3,0.7698,-0.1475
GLOB_3,0.6284,-0.1791
GLOB_3,0.6466,-0.0763
GLOB_3,0.615,-0.1805
GLOB_3,0.6297,-0.1961
GLOB_3,0.6298,-0.2715
GLOB_3,0.5261,-0.2819
GLOB_3,0.5958,-0.2532
GLOB_3,0.6168,-0.2717
GLOB_3,0.7136,-0.1575
GLOB_3,0.5837,-0.2226
GLOB_3,0.5041,-0.2593
GLOB_3,0.7307,-0.2574
GLOB_3,0.6847,-0.2563
GLOB_1,-0.786,-0.0083
GLOB_1,-0.6563,-0.057
GLOB_1,-0.7243,0.0322
GLOB_1,-0.5056,-0.0778
GLOB_1,-0.8969,-0.0004
GLOB_1,-0.4025,0.0219
GLOB_1,-0.5601,-0.0631
GLOB_1,-0.4854,-0.0863
GLOB_1,-0.854,-0.1014
GLOB_1,-0.7746,-0.1137
GLOB_1,-0.7233,-0.039
GLOB_1,-0.5612,-0.0374
GLOB_1,-0.7058,-0.0657
GLOB_1,-0.4099,-0.1518
GLOB_1,-0.4737,-0.1149
GLOB_1,-0.6553,-0.1312
GLOB_1,-0.4166,-0.1193
GLOB_1,-0.6909,-0.2476
GLOB_1,-0.5125,-0.2245
GLOB_1,-0.4554,-0.1732
GLOB_1,-0.4854,-0.209
GLOB_1,-0.6373,-0.3044
GLOB_1,-0.6601,-0.3208
GLOB_1,-0.5379,-0.2367
GLOB_1,-0.5615,-0.2889
GLOB_1,-0.4931,-0.347
GLOB_1,-0.5333,-0.3452
GLOB_2,0.5271,0.5913
GLOB_2,0.4384,0.5769
GLOB_2,0.4782,0.5002
GLOB_2,0.3627,0.4337
GLOB_2,0.3979,0.4285
GLOB_2,0.4331,0.3296
GLOB_2,0.5525,0.3092
GLOB_2,0.5507,0.3589
GLOB_2,0.3542,0.3857
GLOB_2,0.3041,0.2915
GLOB_2,0.2707,0.3479
GLOB_2,0.4566,0.3494
GLOB_2,0.5264,0.2427
GLOB_2,0.2819,0.2239
GLOB_2,0.5244,0.2458
GLOB_2,0.2758,0.2327
GLOB_2,0.4456,0.1471
GLOB_2,0.372,0.1905
GLOB_3,0.5366,-0.0757
GLOB_3,0.573,-0.0713
GLOB_3,0.6599,-0.0255
GLOB_3,0.5684,-0.076
GLOB_3,0.5206,-0.1463
GLOB_3,0.5471,-0.0689
GLOB_3,0.6611,-0.076
GLOB_3,0.4288,-0.2102
GLOB_3,0.7196,-0.1178
GLOB_3,0.6035,-0.1017
GLOB_3,0.6806,-0.2517
GLOB_3,0.5267,-0.1794
GLOB_3,0.3878,-0.2697
GLOB_3,0.5722,-0.2694
GLOB_3,0.6734,-0.2443
GLOB_3,0.7027,-0.2393
GLOB_3,0.6696,-0.2336
GLOB_3,0.5775,-0.3321
GLOB_3,0.7241,-0.3149
GLOB_3,0.607,-0.286
GLOB_1,-0.7831,0.03
GLOB_1,-0.6753,-0.04
GLOB_1,-0.6624,-0.1138
GLOB_1,-0.5066,-0.1341
GLOB_1,-0.9439,-0.0883
GLOB_1,-0.4435,-0.1239
GLOB_1,-0.5712,-0.0559
GLOB_1,-0.5148,0.0221
GLOB_1,-0.6981,-0.1592
GLOB_1,-0.866,-0.1178
GLOB_1,-0.5268,-0.0222
GLOB_1,-0.6934,-0.0965
GLOB_1,-0.7482,-0.1672
GLOB_1,-0.5025,-0.155
GLOB_1,-0.588,-0.1435
GLOB_1,-0.679,-0.2629
GLOB_1,-0.4113,-0.1073
GLOB_1,-0.5699,-0.2347
GLOB_1,-0.524,-0.2451
GLOB_1,-0.4605,-0.2637
GLOB_1,-0.3744,-0.1508
GLOB_1,-0.5874,-0.2168
GLOB_1,-0.6274,-0.3509
GLOB_1,-0.5521,-0.251
GLOB_1,-0.5698,-0.2652
GLOB_1,-0.4218,-0.2601
GLOB_1,-0.5437,-0.38
GLOB_2,0.5125,0.677
GLOB_2,0.363,0.417
GLOB_2,0.4373,0.4814
GLOB_2,0.3996,0.461
GLOB_2,0.3133,0.4648
GLOB_2,0.4953,0.4029
GLOB_2,0.4027,0.3495
GLOB_2,0.5603,0.3541
GLOB_2,0.3033,0.3803
GLOB_2,0.2428,0.3855
GLOB_2,0.3041,0.2993
GLOB_2,0.4545,0.3886
GLOB_2,0.566,0.2506
GLOB_2,0.114,0.2594
GLOB_2,0.6228,0.2398
GLOB_2,0.3138,0.2268
GLOB_2,0.4426,0.2323
GLOB_2,0.3765,0.2116
GLOB_3,0.6042,-0.0386
GLOB_3,0.4839,-0.035
GLOB_3,0.6549,-0.0934
GLOB_3,0.6532,-0.0438
GLOB_3,0.5134,-0.002
GLOB_3,0.5158,-0.1002
GLOB_3,0.7026,-0.2529
GLOB_3,0.5887,-0.1715
GLOB_3,0.681,-0.0843
GLOB_3,0.4928,-0.1802
GLOB_3,0.733,-0.1924
GLOB_3,0.5199,-0.2124
GLOB_3,0.4685,-0.2184
GLOB_3,0.5093,-0.1471
GLOB_3,0.582,-0.3106
GLOB_3,0.6593,-0.2156
GLOB_3,0.6734,-0.2929
GLOB_3,0.561,-0.2767
GLOB_3,0.626,-0.2651
GLOB_3,0.6477,-0.3558
GLOB_1,-0.7434,0.0364
GLOB_1,-0.6818,-0.0569
GLOB_1,-0.6354,0.0511
GLOB_1,-0.5187,0.0032
GLOB_1,-0.8135,0.0003
GLOB_1,-0.5022,-0.0961
GLOB_1,-0.4781,-0.0934
GLOB_1,-0.5329,-0.1507
GLOB_1,-0.9198,-0.0818
GLOB_1,-0.7571,-0.1481
GLOB_1,-0.6359,-0.1812
GLOB_1,-0.6111,-0.0713
GLOB_1,-0.7636,-0.1046
GLOB_1,-0.3907,-0.2511
GLOB_1,-0.5135,-0.1695
GLOB_1,-0.6706,-0.0723
GLOB_1,-0.3495,-0.1879
GLOB_1,-0.6675,-0.3208
GLOB_1,-0.5557,-0.2316
GLOB_1,-0.3696,-0.2247
GLOB_1,-0.4199,-0.2285
GLOB_1,-0.6346,-0.288
GLOB_1,-0.7555,-0.2505
GLOB_1,-0.5274,-0.2744
GLOB_1,-0.6208,-0.2385
GLOB_1,-0.3995,-0.332
GLOB_1,-0.5482,-0.3393
GLOB_2,0.5075,0.4754
GLOB_2,0.4721,0.4212
GLOB_2,0.5696,0.4736
GLOB_2,0.3662,0.3622
GLOB_2,0.3963,0.3456
GLOB_2,0.4015,0.4654
GLOB_2,0.515,0.4223
GLOB_2,0.5533,0.2586
GLOB_2,0.3701,0.3379
GLOB_2,0.3506,0.2788
GLOB_2,0.4366,0.3647
GLOB_2,0.3632,0.4036
GLOB_2,0.516,0.2722
GLOB_2,0.205,0.1638
GLOB_2,0.4428,0.2485
GLOB_2,0.4005,0.2303
GLOB_2,0.3075,0.2426
GLOB_2,0.4419,0.1763
GLOB_3,0.7092,-0.0806
GLOB_3,0.5264,-0.119
GLOB_3,0.631,0.0763
GLOB_3,0.5875,-0.2238
GLOB_3,0.5886,-0.1189
GLOB_3,0.5071,-0.1478
GLOB_3,0.6541,-0.1456
GLOB_3,0.4388,-0.1353
GLOB_3,0.6224,-0.1037
GLOB_3,0.507,-0.2206
GLOB_3,0.7129,-0.2376
GLOB_3,0.6692,-0.2781
GLOB_3,0.603,-0.2736
GLOB_3,0.4947,-0.2287
GLOB_3,0.6499,-0.274
GLOB_3,0.7424,-0.195
GLOB_3,0.727,-0.2043
GLOB_3,0.6205,-0.3057
GLOB_3,0.7095,-0.3461
GLOB_3,0.6038,-0.4014
GLOB_1,-0.6822,0.0283
GLOB_1,-0.722,0.0333
GLOB_1,-0.66,0.05
GLOB_1,-0.5532,-0.1289
GLOB_1,-0.8686,-0.1324
GLOB_1,-0.3599,-0.0615
GLOB_1,-0.6539,0.0131
GLOB_1,-0.4981,-0.017
GLOB_1,-0.8599,-0.039
GLOB_1,-0.9634,-0.0373
GLOB_1,-0.5844,-0.1051
GLOB_1,-0.6362,0.0304
GLOB_1,-0.7465,-0.0137
GLOB_1,-0.3249,-0.1736
GLOB_1,-0.6271,-0.0464
GLOB_1,-0.5457,-0.1289
GLOB_1,-0.4651,-0.0551
GLOB_1,-0.6214,-0.1283
GLOB_1,-0.6553,-0.22
GLOB_1,-0.3761,-0.2226
GLOB_1,-0.3288,-0.0574
GLOB_1,-0.5629,-0.2102
GLOB_1,-0.6566,-0.3992
GLOB_1,-0.5481,-0.3104
GLOB_1,-0.5692,-0.2356
GLOB_1,-0.5025,-0.3337
GLOB_1,-0.4911,-0.4835
GLOB_2,0.488,0.544
GLOB_2,0.3224,0.4671
GLOB_2,0.4996,0.3998
GLOB_2,0.4518,0.494
GLOB_2,0.3628,0.5019
GLOB_2,0.336,0.3255
GLOB_2,0.4563,0.2385
GLOB_2,0.4286,0.5041
GLOB_2,0.3827,0.4003
GLOB_2,0.3053,0.4211
GLOB_2,0.4334,0.1457
GLOB_2,0.3685,0.4054
GLOB_2,0.5059,0.351
GLOB_2,0.1987,0.3463
GLOB_2,0.6318,0.2753
GLOB_2,0.3449,0.1464
GLOB_2,0.343,0.2408
GLOB_2,0.4056,0.2337
GLOB_3,0.6604,-0.1947
GLOB_3,0.5091,-0.0858
GLOB_3,0.5819,-0.0974
GLOB_3,0.6323,0.0565
GLOB_3,0.5432,-0.0874
GLOB_3,0.381,-0.1282
GLOB_3,0.7868,-0.0877
GLOB_3,0.5564,-0.2239
GLOB_3,0.627,-0.0162
GLOB_3,0.5482,-0.1209
GLOB_3,0.6462,-0.1375
GLOB_3,0.6177,-0.2224
GLOB_3,0.4927,-0.2697
GLOB_3,0.6316,-0.2818
GLOB_3,0.5423,-0.3079
GLOB_3,0.6637,-0.098
GLOB_3,0.5519,-0.1625
GLOB_3,0.5176,-0.2381
GLOB_3,0.7224,-0.2988
GLOB_3,0.6873,-0.308
GLOB_1,-0.826,0.0157
GLOB_1,-0.6482,0.0163
GLOB_1,-0.8253,-0.0607
GLOB_1,-0.5267,-0.0082
GLOB_1,-0.8186,0.0532
GLOB_1,-0.4718,-0.0677
GLOB_1,-0.5412,0.0084
GLOB_1,-0.4584,-0.056
GLOB_1,-0.7092,-0.1368
GLOB_1,-0.8654,-0.0679
GLOB_1,-0.6811,-0.098
GLOB_1,-0.5695,-0.1733
GLOB_1,-0.7679,-0.1433
GLOB_1,-0.5295,-0.1375
GLOB_1,-0.4616,-0.0968
GLOB_1,-0.6943,-0.1265
GLOB_1,-0.3491,-0.1769
GLOB_1,-0.666,-0.204
GLOB_1,-0.5597,-0.1775
GLOB_1,-0.451,-0.1567
GLOB_1,-0.373,-0.2003
GLOB_1,-0.5992,-0.2982
GLOB_1,-0.6821,-0.1878
GLOB_1,-0.4162,-0.2238
GLOB_1,-0.5303,-0.3462
GLOB_1,-0.4842,-0.2619
GLOB_1,-0.6086,-0.3309
GLOB_2,0.4085,0.4798
GLOB_2,0.306,0.5655
GLOB_2,0.5288,0.4544
GLOB_2,0.3501,0.4149
GLOB_2,0.3729,0.4661
GLOB_2,0.4726,0.3261
GLOB_2,0.4958,0.3705
GLOB_2,0.4597,0.4272
GLOB_2,0.3565,0.2958
GLOB_2,0.3141,0.2749
GLOB_2,0.357,0.3786
GLOB_2,0.3629,0.2672
GLOB_2,0.5322,0.1841
GLOB_2,0.1887,0.2147
GLOB_2,0.5068,0.2425
GLOB_2,0.3188,0.2828
GLOB_2,0.4429,0.2573
GLOB_2,0.3541,0.2355
GLOB_3,0.6042,-0.1268
GLOB_3,0.4702,-0.0926
GLOB_3,0.6293,0.0142
GLOB_3,0.6443,-0.1377
GLOB_3,0.5493,-0.1593
GLOB_3,0.5389,-0.1408
GLOB_3,0.6637,-0.1094
GLOB_3,0.5137,-0.14
GLOB_3,0.6738,-0.1219
GLOB_3,0.6362,-0.1761
GLOB_3,0.5947,-0.1598
GLOB_3,0.6297,-0.2027
GLOB_3,0.446,-0.1941
GLOB_3,0.4929,-0.2909
GLOB_3,0.6124,-0.2475
GLOB_3,0.6686,-0.2302
GLOB_3,0.6591,-0.1706
GLOB_3,0.5066,-0.254
GLOB_3,0.6698,-0.2339
GLOB_3,0.6021,-0.2772
GLOB_1,-0.8148,-0.0346
GLOB_1,-0.665,0.036
GLOB_1,-0.6689,-0.1478
GLOB_1,-0.5024,-0.1139
GLOB_1,-0.9422,-0.059
GLOB_1,-0.3122,-0.0709
GLOB_1,-0.5397,-0.1315
GLOB_1,-0.4669,-0.0624
GLOB_1,-0.7867,-0.1259
GLOB_1,-0.9363,-0.027
GLOB_1,-0.5899,-0.1004
GLOB_1,-0.6382,-0.1311
GLOB_1,-0.7451,-0.095
GLOB_1,-0.3953,-0.1359
GLOB_1,-0.5797,-0.1487
GLOB_1,-0.7196,-0.2409
GLOB_1,-0.4755,-0.105
GLOB_1,-0.711,-0.1618
GLOB_1,-0.548,-0.1534
GLOB_1,-0.3697,-0.2159
GLOB_1,-0.4692,-0.1224
GLOB_1,-0.624,-0.2103
GLOB_1,-0.6006,-0.2845
GLOB_1,-0.5613,-0.2509
GLOB_1,-0.5665,-0.252
GLOB_1,-0.5414,-0.3636
GLOB_1,-0.5173,-0.3094
GLOB_2,0.4359,0.5442
GLOB_2,0.3053,0.511
GLOB_2,0.5301,0.5533
GLOB_2,0.3991,0.5268
GLOB_2,0.4084,0.5261
GLOB_2,0.4685,0.2779
GLOB_2,0.411,0.2921
GLOB_2,0.5281,0.3248
GLOB_2,0.377,0.2945
GLOB_2,0.3004,0.3546
GLOB_2,0.3124,0.2837
GLOB_2,0.3936,0.3318
GLOB_2,0.523,0.2158
GLOB_2,0.1078,0.1781
GLOB_2,0.6035,0.2558
GLOB_2,0.4419,0.141
GLOB_2,0.4232,0.1685
GLOB_2,0.4161,0.2204
GLOB_3,0.6217,-0.1033
GLOB_3,0.4578,-0.0944
GLOB_3,0.5344,-0.0447
GLOB_3,0.5873,-0.0894
GLOB_3,0.6373,-0.1382
GLOB_3,0.5393,-0.0821
GLOB_3,0.7099,-0.128
GLOB_3,0.5378,-0.147
GLOB_3,0.7405,-0.0764
GLOB_3,0.5587,-0.181
GLOB_3,0.624,-0.2056
GLOB_3,0.6297,-0.2034
GLOB_3,0.4823,-0.2361
GLOB_3,0.5765,-0.1777
GLOB_3,0.6786,-0.2479
GLOB_3,0.7777,-0.2227
GLOB_3,0.6774,-0.2931
GLOB_3,0.5507,-0.2443
GLOB_3,0.6361,-0.2519
GLOB_3,0.5511,-0.2964
GLOB_1,-0.7813,-0.0153
GLOB_1,-0.6768,0.0524
GLOB_1,-0.7207,0.0493
GLOB_1,-0.4839,0.0442
GLOB_1,-0.7477,0.0621
GLOB_1,-0.4584,-0.1202
GLOB_1,-0.5539,-0.0917
GLOB_1,-0.4586,-0.1312
GLOB_1,-0.8691,-0.1314
GLOB_1,-0.8345,-0.1838
GLOB_1,-0.5908,-0.1512
GLOB_1,-0.4753,-0.0134
GLOB_1,-0.7265,-0.1643
GLOB_1,-0.4643,-0.2375
GLOB_1,-0.5521,-0.1852
GLOB_1,-0.5703,-0.1086
GLOB_1,-0.3509,-0.2724
GLOB_1,-0.6058,-0.2717
GLOB_1,-0.5811,-0.1903
GLOB_1,-0.4008,-0.2941
GLOB_1,-0.3192,-0.2102
GLOB_1,-0.5429,-0.2203
GLOB_1,-0.8065,-0.2016
GLOB_1,-0.4452,-0.3448
GLOB_1,-0.6211,-0.1952
GLOB_1,-0.393,-0.4087
GLOB_1,-0.6068,-0.4113
GLOB_2,0.5132,0.4704
GLOB_2,0.4766,0.514
GLOB_2,0.6295,0.5285
GLOB_2,0.4497,0.3957
GLOB_2,0.3507,0.4187
GLOB_2,0.4686,0.4251
GLOB_2,0.6208,0.418
GLOB_2,0.5441,0.3971
GLOB_2,0.2874,0.4159
GLOB_2,0.3319,0.3378
GLOB_2,0.3346,0.4135
GLOB_2,0.3359,0.3931
GLOB_2,0.4596,0.2485
GLOB_2,0.2239,0.2554
GLOB_2,0.5213,0.2392
GLOB_2,0.3483,0.2533
GLOB_2,0.4217,0.2324
GLOB_2,0.3789,0.2027
GLOB_3,0.5855,-0.199
GLOB_3,0.6043,-0.1312
GLOB_3,0.573,-0.0074
GLOB_3,0.6374,-0.129
GLOB_3,0.491,-0.0793
GLOB_3,0.5128,-0.0749
GLOB_3,0.6805,-0.2287
GLOB_3,0.4929,-0.0546
GLOB_3,0.707,-0.1274
GLOB_3,0.5172,-0.2562
GLOB_3,0.6581,-0.2417
GLOB_3,0.6396,-0.1655
GLOB_3,0.4906,-0.2595
GLOB_3,0.5123,-0.2071
GLOB_3,0.581,-0.3693
GLOB_3,0.8594,-0.3094
GLOB_3,0.7883,-0.1848
GLOB_3,0.6589,-0.3736
GLOB_3,0.6394,-0.2812
GLOB_3,0.7226,-0.4296
GLOB_1,-0.7893,0.0568
GLOB_1,-0.7292,0.0334
GLOB_1,-0.7411,0.0474
GLOB_1,-0.6189,-0.1976
GLOB_1,-0.9067,-0.0904
GLOB_1,-0.3028,0.01
GLOB_1,-0.5538,0.0263
GLOB_1,-0.6411,-0.0394
GLOB_1,-0.8629,-0.0519
GLOB_1,-0.863,0.0328
GLOB_1,-0.5953,-0.0702
GLOB_1,-0.6018,-0.0404
GLOB_1,-0.7792,-0.0301
GLOB_1,-0.3953,-0.0647
GLOB_1,-0.5736,-0.0807
GLOB_1,-0.6859,-0.1482
GLOB_1,-0.4816,-0.0435
GLOB_1,-0.6407,-0.2275
GLOB_1,-0.6262,-0.2328
GLOB_1,-0.4002,-0.2179
GLOB_1,-0.4536,-0.1579
GLOB_1,-0.6479,-0.2105
GLOB_1,-0.5866,-0.3848
GLOB_1,-0.5419,-0.3036
GLOB_1,-0.6156,-0.2566
GLOB_1,-0.5304,-0.2866
GLOB_1,-0.3509,-0.4572
GLOB_2,0.5193,0.6345
GLOB_2,0.2079,0.4645
GLOB_2,0.5482,0.4961
GLOB_2,0.3293,0.4772
GLOB_2,0.3258,0.4341
GLOB_2,0.4593,0.3211
GLOB_2,0.3697,0.2493
GLOB_2,0.4655,0.3784
GLOB_2,0.426,0.4158
GLOB_2,0.3979,0.4674
GLOB_2,0.4405,0.2349
GLOB_2,0.4077,0.3663
GLOB_2,0.5745,0.3221
GLOB_2,0.1532,0.2508
GLOB_2,0.6535,0.2673
GLOB_2,0.412,0.1361
GLOB_2,0.3607,0.1629
GLOB_2,0.3672,0.1644
GLOB_3,0.7017,-0.0684
GLOB_3,0.4995,-0.0533
GLOB_3,0.5418,-0.1215
GLOB_3,0.7108,0.0076
GLOB_3,0.5186,0.0053
GLOB_3,0.4444,-0.1506
GLOB_3,0.7002,-0.186
GLOB_3,0.6379,-0.2121
GLOB_3,0.7011,-0.1104
GLOB_3,0.6318,-0.1455
GLOB_3,0.6834,-0.2568
GLOB_3,0.6477,-0.3402
GLOB_3,0.4668,-0.325
