,X,Y
GLOB_1,-0.2749,-0.1824
GLOB_1,-0.5281,-0.1412
GLOB_1,-0.6663,-0.232
GLOB_1,-0.6926,-0.358
GLOB_1,-0.529,-0.3699
GLOB_1,-0.7546,-0.0755
GLOB_1,-0.6061,-0.0391
GLOB_1,-0.4506,-0.2246
GLOB_2,0.3603,0.5689
GLOB_2,0.4632,0.2554
GLOB_2,0.3737,0.6999
GLOB_2,0.0801,0.5414
GLOB_2,0.6345,0.7228
GLOB_2,0.3534,0.3334
GLOB_2,0.2545,0.1511
GLOB_2,0.4753,0.3773
GLOB_2,0.0441,0.4141
GLOB_2,0.4508,0.0618
GLOB_2,0.5364,0.5998
GLOB_2,0.6355,0.2641
GLOB_2,0.2596,0.1912
GLOB_2,0.0467,0.0617
GLOB_2,0.5903,-0.0364
GLOB_2,0.4727,0.3947
GLOB_2,0.4415,0.176
GLOB_2,0.6659,0.2903
GLOB_3,0.516,-0.1523
GLOB_3,0.5224,0.1547
GLOB_3,0.8382,-0.1243
GLOB_3,0.7743,-0.1321
GLOB_3,0.6937,-0.0958
GLOB_3,0.7366,0.136
GLOB_3,0.8034,-0.0575
GLOB_3,0.3767,-0.2202
GLOB_3,0.7861,-0.0817
GLOB_3,0.6333,-0.2026
GLOB_3,0.6523,-0.1044
GLOB_3,0.6096,-0.1419
GLOB_3,0.5895,0.0558
GLOB_3,0.5151,-0.2903
GLOB_3,0.5077,-0.0086
GLOB_3,0.4743,0.0575
GLOB_3,0.8673,-0.5321
GLOB_3,0.3044,-0.1158
GLOB_3,0.3961,-0.0229
GLOB_3,0.3298,-0.5144
GLOB_1,-0.77,-0.3428
GLOB_1,-0.4869,0.0932
GLOB_1,-0.7982,0.389
GLOB_1,-0.1443,-0.1739
GLOB_1,-0.5125,-0.3387
GLOB_1,-0.646,-0.0102
GLOB_1,-0.9628,-0.3315
GLOB_1,-0.8662,-0.2397
GLOB_1,-0.3933,0.1639
GLOB_1,-0.7099,-0.2385
GLOB_1,-0.6878,-0.2468
GLOB_1,-0.6484,-0.0131
GLOB_1,-1.1469,-0.0002
GLOB_1,-0.1811,-0.2056
GLOB_1,-0.8307,-0.121
GLOB_1,-0.9265,-0.1418
GLOB_1,-0.4183,-0.7609
GLOB_1,-0.8024,-0.4353
GLOB_1,-0.2182,-0.4953
GLOB_1,-0.1542,-0.5511
GLOB_1,-0.3912,-0.2869
GLOB_1,-0.5914,-0.3238
GLOB_1,-0.96,-0.3985
GLOB_1,-0.8003,0.0782
GLOB_1,-0.2785,-0.2458
GLOB_1,-0.7052,-0.2889
GLOB_1,-0.7887,-0.6974
GLOB_2,0.2337,0.0285
GLOB_2,0.1127,0.5887
GLOB_2,0.0194,0.5763
GLOB_2,0.2377,0.0243
GLOB_2,0.0255,0.0742
GLOB_2,0.4425,0.5901
GLOB_2,0.4262,0.4113
GLOB_2,0.5029,0.3698
GLOB_2,0.4839,0.2867
GLOB_2,0.3797,0.4738
GLOB_2,0.0458,0.3386
GLOB_2,0.3527,-0.0421
GLOB_2,0.613,0.2193
GLOB_2,0.5439,-0.0167
GLOB_2,0.8735,-0.1636
GLOB_2,0.0769,0.3256
GLOB_2,0.6293,0.149
GLOB_2,0.6157,0.355
GLOB_3,0.5179,-0.451
GLOB_3,0.6859,-0.3795
GLOB_3,0.1194,-0.0711
GLOB_3,0.0786,0.1506
GLOB_3,0.592,0.021
GLOB_3,0.8416,-0.3528
GLOB_3,0.1002,-0.2724
GLOB_3,0.7221,-0.2731
GLOB_3,0.303,0.1935
GLOB_3,0.8302,0.0682
GLOB_3,0.4575,0.012
GLOB_3,0.3655,-0.5611
GLOB_3,0.8613,-0.355
GLOB_3,0.5897,-0.1577
GLOB_3,0.6067,-0.255
GLOB_3,0.7652,-0.368
GLOB_3,0.2801,-0.1235
GLOB_3,0.326,-0.3362
GLOB_3,0.6626,-0.1012
GLOB_3,0.6859,-0.2491
GLOB_1,-0.6266,-0.2019
GLOB_1,-0.5956,-0.2677
GLOB_1,-0.75,-0.0089
GLOB_1,-0.756,0.2236
GLOB_1,-1.096,0.0305
GLOB_1,-0.1278,0.0487
GLOB_1,-0.4877,-0.1852
GLOB_1,-0.803,0.1082
GLOB_1,-1.0679,-0.3033
GLOB_1,-1.0982,-0.2206
GLOB_1,-0.5439,0.1915
GLOB_1,-0.8885,-0.3506
GLOB_1,-1.0197,-0.1886
GLOB_1,-0.6483,-0.0592
GLOB_1,-0.4993,-0.3856
GLOB_1,-0.4418,-0.3619
GLOB_1,-0.513,-0.4212
GLOB_1,-0.7923,-0.333
GLOB_1,-0.6289,-0.2025
GLOB_1,-0.7669,-0.2116
GLOB_1,-0.2896,-0.5119
GLOB_1,-0.4625,-0.5416
GLOB_1,-0.9381,-0.2172
GLOB_1,-0.6262,-0.1998
GLOB_1,-0.6101,-0.0262
GLOB_1,-0.5627,-0.0803
GLOB_1,-0.3864,-0.5654
GLOB_2,0.2479,0.5855
GLOB_2,0.0731,0.2618
GLOB_2,0.2755,0.6828
GLOB_2,0.0459,0.5565
GLOB_2,0.3934,0.2812
GLOB_2,0.4283,0.1927
GLOB_2,0.2427,0.4468
GLOB_2,0.778,0.2766
GLOB_2,0.1863,0.334
GLOB_2,0.2626,0.2478
GLOB_2,0.0603,0.1601
GLOB_2,0.5621,0.2737
GLOB_2,0.4117,0.1589
GLOB_2,0.0237,0.3878
GLOB_2,0.7818,0.4099
GLOB_2,0.5812,0.4773
GLOB_2,0.5956,0.0757
GLOB_2,0.3162,0.0333
GLOB_3,0.4979,-0.0443
GLOB_3,0.662,0.1091
GLOB_3,0.7138,0.1158
GLOB_3,0.6985,0.0811
GLOB_3,0.4406,-0.147
GLOB_3,0.4184,-0.3035
GLOB_3,0.7048,0.0578
GLOB_3,0.5321,-0.2837
GLOB_3,0.5331,0.0762
GLOB_3,0.6901,0.0924
GLOB_3,0.6935,-0.0468
GLOB_3,0.4467,-0.0268
GLOB_3,0.41,-0.2586
GLOB_3,0.653,-0.3936
GLOB_3,0.8187,-0.4533
GLOB_3,0.6543,0.0072
GLOB_3,0.6485,-0.0186
GLOB_3,0.5606,-0.2605
GLOB_3,0.4513,-0.2077
GLOB_3,0.3406,-0.3919
GLOB_1,-1.0672,-0.1116
GLOB_1,-0.321,-0.0093
GLOB_1,-0.8499,0.3534
GLOB_1,-0.1502,0.0586
GLOB_1,-0.6012,-0.1608
GLOB_1,-0.5027,-0.3018
GLOB_1,-0.7035,-0.1197
GLOB_1,-0.8834,-0.2495
GLOB_1,-0.4056,0.1652
GLOB_1,-0.4782,-0.0656
GLOB_1,-0.796,0.0332
GLOB_1,-0.9952,-0.0255
GLOB_1,-0.8279,0.2441
GLOB_1,-0.4089,-0.297
GLOB_1,-0.6765,0.0849
GLOB_1,-0.5726,-0.2589
GLOB_1,-0.4861,-0.3087
GLOB_1,-1.0766,0.021
GLOB_1,-0.2662,-0.4417
GLOB_1,-0.2022,-0.4052
GLOB_1,-0.2311,-0.5789
GLOB_1,-0.6934,-0.4305
GLOB_1,-0.9347,-0.5164
GLOB_1,-0.7321,0.1423
GLOB_1,-0.289,-0.3943
GLOB_1,-0.686,-0.2076
GLOB_1,-0.894,-0.6112
GLOB_2,0.2723,0.4786
GLOB_2,0.1389,0.3952
GLOB_2,0.2592,0.135
GLOB_2,0.1845,-0.0306
GLOB_2,0.481,0.3855
GLOB_2,0.3422,0.5066
GLOB_2,0.5675,0.6795
GLOB_2,0.2779,0.682
GLOB_2,0.34,0.3777
GLOB_2,0.4297,0.2801
GLOB_2,0.0355,-0.1509
GLOB_2,0.3802,0.2927
GLOB_2,0.666,0.4179
GLOB_2,0.6381,-0.2733
GLOB_2,0.9366,0.1372
GLOB_2,-0.0008,0.3396
GLOB_2,0.2944,0.0748
GLOB_2,0.8524,-0.0962
GLOB_3,0.5438,-0.4626
GLOB_3,0.4139,-0.0691
GLOB_3,0.486,-0.3421
GLOB_3,0.2906,-0.0577
GLOB_3,0.7327,0.0801
GLOB_3,0.8768,-0.3545
GLOB_3,0.5597,0.0507
GLOB_3,0.8696,-0.1386
GLOB_3,0.3872,-0.2069
GLOB_3,0.7612,0.1036
GLOB_3,0.2353,-0.2438
GLOB_3,0.5696,-0.1477
GLOB_3,0.3917,-0.4705
GLOB_3,0.5537,-0.1038
GLOB_3,0.4832,-0.6039
GLOB_3,0.865,-0.35
GLOB_3,0.359,-0.256
GLOB_3,0.4199,-0.0656
GLOB_3,0.61,-0.4104
GLOB_3,0.8736,0.0189
GLOB_1,-0.7386,-0.3225
GLOB_1,-1.0845,0.1652
GLOB_1,-1.2047,-0.0271
GLOB_1,-0.3832,0.0477
GLOB_1,-1.0975,-0.0333
GLOB_1,-0.6027,0.0171
GLOB_1,-1.011,0.4121
GLOB_1,-0.547,0.1861
GLOB_1,-0.6186,-0.2638
GLOB_1,-1.1064,-0.1593
GLOB_1,-0.7111,0.1627
GLOB_1,-0.8959,-0.1206
GLOB_1,-0.357,-0.034
GLOB_1,0.0119,0.2988
GLOB_1,-0.9283,-0.2287
GLOB_1,-0.6803,-0.2035
GLOB_1,-0.1675,-0.1592
GLOB_1,-0.7631,-0.2659
GLOB_1,-0.3602,-0.4952
GLOB_1,-0.2672,0.0533
GLOB_1,-0.3658,-0.2487
GLOB_1,-0.7534,-0.2707
GLOB_1,-0.5282,-0.6013
GLOB_1,-0.5563,-0.5874
GLOB_1,-0.521,0.0844
GLOB_1,-0.4234,0.2354
GLOB_1,-0.7155,0.071
GLOB_2,0.4843,0.364
GLOB_2,0.5144,0.3862
GLOB_2,0.2966,0.4599
GLOB_2,0.33,0.7097
GLOB_2,0.3879,0.4316
GLOB_2,0.5121,0.1799
GLOB_2,0.1126,0.0362
GLOB_2,0.3362,0.2816
GLOB_2,-0.2462,0.2396
GLOB_2,0.2018,-0.0277
GLOB_2,0.3245,0.5815
GLOB_2,0.5228,0.3634
GLOB_2,0.1694,0.3205
GLOB_2,0.2958,0.1253
GLOB_2,0.4363,-0.0907
GLOB_2,0.2914,0.3018
GLOB_2,0.6632,0.0378
GLOB_2,0.3957,0.2876
GLOB_3,0.2215,-0.326
GLOB_3,0.5712,0.4056
GLOB_3,1.0151,-0.3307
GLOB_3,0.699,0.0459
GLOB_3,0.7024,-0.2599
GLOB_3,0.5291,0.0567
GLOB_3,0.9264,-0.2397
GLOB_3,0.578,-0.0017
GLOB_3,0.9302,-0.2979
GLOB_3,0.685,0.0906
GLOB_3,0.9131,-0.1158
GLOB_3,0.5973,0.1531
GLOB_3,0.5265,0.0154
GLOB_3,0.5594,-0.1861
GLOB_3,0.6888,0.039
GLOB_3,0.498,0.0152
GLOB_3,0.6039,-0.366
GLOB_3,0.1247,-0.2982
GLOB_3,0.3387,0.0341
GLOB_3,0.5484,-0.688
GLOB_1,-0.5032,-0.2189
GLOB_1,-0.2875,0.2621
GLOB_1,-0.6343,0.2524
GLOB_1,-0.1108,-0.0893
GLOB_1,-0.3872,-0.5009
GLOB_1,-0.6051,0.2725
GLOB_1,-0.8224,-0.5598
GLOB_1,-1.154,-0.0953
GLOB_1,-0.204,0.087
GLOB_1,-0.9992,-0.3011
GLOB_1,-0.5464,-0.2792
GLOB_1,-0.874,0.0939
GLOB_1,-1.28,-0.0108
GLOB_1,-0.0878,-0.4
GLOB_1,-0.675,-0.0123
GLOB_1,-0.7178,0.0873
GLOB_1,-0.3816,-0.6862
GLOB_1,-0.8028,-0.3208
GLOB_1,-0.0901,-0.6132
GLOB_1,-0.4054,-0.5589
GLOB_1,-0.2485,-0.4076
GLOB_1,-0.8432,-0.0923
GLOB_1,-0.9514,-0.2221
GLOB_1,-1.0381,0.1398
GLOB_1,-0.2518,-0.2514
GLOB_1,-0.5923,-0.3151
GLOB_1,-1.0736,-0.6548
GLOB_2,0.1232,0.1484
GLOB_2,0.356,0.3056
GLOB_2,-0.2449,0.5089
GLOB_2,0.4368,-0.1233
GLOB_2,0.0865,-0.1359
GLOB_2,0.4059,0.2996
GLOB_2,0.1783,0.694
GLOB_2,0.5624,0.6339
GLOB_2,0.3132,0.3135
GLOB_2,0.4424,0.4098
GLOB_2,0.2382,0.1785
GLOB_2,0.4883,-0.3063
GLOB_2,0.6668,0.0172
GLOB_2,0.6444,0.09
GLOB_2,0.64,-0.0734
GLOB_2,0.1815,0.034
GLOB_2,0.5449,0.3499
GLOB_2,0.6277,0.1965
GLOB_3,0.6896,-0.7043
GLOB_3,0.7901,-0.2861
GLOB_3,0.201,-0.1027
GLOB_3,0.3408,0.3156
GLOB_3,0.8844,-0.2731
GLOB_3,0.7425,-0.5582
GLOB_3,-0.0855,-0.3875
GLOB_3,0.624,-0.0425
GLOB_3,0.2988,0.2146
GLOB_3,0.9705,0.1227
GLOB_3,0.3681,-0.0791
GLOB_3,0.6652,-0.4111
GLOB_3,0.9414,-0.3745
GLOB_3,0.8369,-0.3668
GLOB_3,0.4145,-0.4358
GLOB_3,0.8393,-0.4808
GLOB_3,0.2369,-0.0733
GLOB_3,0.5688,-0.2546
GLOB_3,0.8062,-0.2576
GLOB_3,0.5563,-0.4372
GLOB_1,-0.675,0.2052
GLOB_1,-0.9403,-0.0214
GLOB_1,-0.6332,-0.2507
GLOB_1,-0.3587,0.0896
GLOB_1,-1.0847,0.0353
GLOB_1,-0.4061,-0.0476
GLOB_1,-0.6333,-0.2598
GLOB_1,-0.3912,-0.2389
GLOB_1,-0.9952,-0.1332
GLOB_1,-0.8408,-0.0972
GLOB_1,-0.6862,-0.105
GLOB_1,-0.6473,-0.1628
GLOB_1,-0.8096,0.0538
GLOB_1,-0.2748,0.0289
GLOB_1,-0.34,-0.1018
GLOB_1,-0.4563,-0.3202
GLOB_1,-0.6351,0.0719
GLOB_1,-0.5743,-0.2038
GLOB_1,-0.8063,-0.3678
GLOB_1,-0.4468,-0.2131
GLOB_1,-0.1422,-0.1236
GLOB_1,-0.3714,-0.3683
GLOB_1,-0.6025,-0.2683
GLOB_1,-0.5091,-0.496
GLOB_1,-0.5365,-0.5984
GLOB_1,-0.7413,-0.0999
GLOB_1,-0.5533,-0.312
GLOB_2,0.3341,0.6019
GLOB_2,0.3248,0.7244
GLOB_2,0.6913,0.3223
GLOB_2,0.3868,0.2531
GLOB_2,0.1438,0.677
GLOB_2,0.1169,0.1039
GLOB_2,0.4533,0.0815
GLOB_2,0.5138,0.2411
GLOB_2,0.5567,0.0508
GLOB_2,0.3052,0.1981
GLOB_2,0.4657,0.0628
GLOB_2,0.5483,0.2925
GLOB_2,0.8291,0.0741
GLOB_2,0.1015,0.29
GLOB_2,0.5142,0.4971
GLOB_2,0.4569,0.3577
GLOB_2,0.2767,0.4639
GLOB_2,0.4203,0.2686
GLOB_3,0.4858,0.0627
GLOB_3,0.5676,-0.1669
GLOB_3,0.3537,0.1599
GLOB_3,0.7867,-0.098
GLOB_3,0.7815,-0.1533
GLOB_3,0.6868,-0.1532
GLOB_3,0.7126,-0.1495
GLOB_3,0.4743,-0.2004
GLOB_3,0.7749,-0.148
GLOB_3,0.3982,-0.2062
GLOB_3,0.7823,0.0592
GLOB_3,0.8608,-0.4279
GLOB_3,0.2417,-0.2401
GLOB_3,0.6437,-0.2228
GLOB_3,0.4391,-0.036
GLOB_3,0.9675,-0.2931
GLOB_3,0.5774,-0.12
GLOB_3,0.674,-0.05
GLOB_3,0.8729,-0.3363
GLOB_3,0.5935,-0.0775
GLOB_1,-0.9242,-0.0454
GLOB_1,-0.4673,0.4372
GLOB_1,-1.0277,0.1484
GLOB_1,-0.1985,0.0507
GLOB_1,-0.2564,0.2019
GLOB_1,-0.4829,-0.0049
GLOB_1,-1.1345,0.0818
GLOB_1,-0.9026,0.1461
GLOB_1,-0.6685,-0.2127
GLOB_1,-0.6706,-0.4644
GLOB_1,-0.4189,0.0278
GLOB_1,-1.0812,-0.1262
GLOB_1,-0.949,-0.2377
GLOB_1,-0.5683,-0.4862
GLOB_1,-0.5523,-0.2794
GLOB_1,-0.5536,0.0766
GLOB_1,-0.7049,-0.5161
GLOB_1,-0.9887,-0.1347
GLOB_1,-0.0713,-0.2828
GLOB_1,-0.3139,-0.1776
GLOB_1,-0.1295,-0.3305
GLOB_1,-1.013,-0.3956
GLOB_1,-0.5409,-0.6935
GLOB_1,-0.8926,0.0436
GLOB_1,-0.3578,-0.0987
GLOB_1,-0.6591,-0.5902
GLOB_1,-0.6224,-0.3747
GLOB_2,0.2255,0.067
GLOB_2,0.349,0.3261
GLOB_2,0.1513,0.3591
GLOB_2,0.3578,0.1421
GLOB_2,0.3993,0.0244
GLOB_2,0.354,0.6986
GLOB_2,0.5053,0.1948
GLOB_2,0.1829,0.6821
GLOB_2,0.3651,0.6779
GLOB_2,0.5116,0.2072
GLOB_2,0.5389,0.135
GLOB_2,0.7067,0.4321
GLOB_2,0.1604,0.4798
GLOB_2,0.3733,0.0131
GLOB_2,0.8482,-0.0711
GLOB_2,-0.0372,0.5821
GLOB_2,0.7721,-0.092
GLOB_2,0.8052,0.0537
GLOB_3,0.2029,-0.2927
GLOB_3,0.9166,0.1455
GLOB_3,0.6751,-0.2617
GLOB_3,0.3496,0.2936
GLOB_3,0.6866,0.0837
GLOB_3,0.4575,0.1182
GLOB_3,0.6416,-0.1152
GLOB_3,0.4979,0.0788
GLOB_3,0.7035,-0.1512
GLOB_3,0.7443,-0.2208
GLOB_3,0.7517,-0.2957
GLOB_3,0.4027,-0.6476
GLOB_3,0.5864,-0.5505
GLOB_3,0.8295,-0.0879
GLOB_3,0.3442,-0.4422
GLOB_3,0.9966,-0.3782
GLOB_3,0.3003,0.1459
GLOB_3,0.483,-0.6009
GLOB_3,0.8984,0.0781
GLOB_3,0.5562,0.1854
GLOB_1,-0.4918,-0.1011
GLOB_1,-0.6732,0.2338
GLOB_1,-0.8245,0.002
GLOB_1,-0.151,-0.1403
GLOB_1,-0.8815,0.2125
GLOB_1,-0.5003,-0.1255
GLOB_1,-0.7964,0.1142
GLOB_1,-0.8046,-0.1705
GLOB_1,-0.9242,-0.1515
GLOB_1,-0.6891,-0.0667
GLOB_1,-0.6943,-0.1354
GLOB_1,-0.7216,-0.151
GLOB_1,-0.2867,-0.2868
GLOB_1,-0.2317,0.1212
GLOB_1,-0.8751,-0.2564
GLOB_1,-0.1042,-0.0347
GLOB_1,-0.4743,-0.4605
GLOB_1,-0.8658,0.1282
GLOB_1,-0.3051,-0.4132
GLOB_1,-0.1366,-0.1176
GLOB_1,-0.4298,-0.3502
GLOB_1,-0.5684,-0.3222
GLOB_1,-0.836,-0.1433
GLOB_1,-0.7306,-0.5107
GLOB_1,-0.5823,-0.0176
GLOB_1,-0.7409,0.0777
GLOB_1,-0.3202,-0.1009
GLOB_2,0.5585,0.5244
GLOB_2,0.3553,0.0022
GLOB_2,0.51,0.8513
GLOB_2,0.0299,0.5641
GLOB_2,0.5345,0.9497
GLOB_2,0.2589,0.4909
GLOB_2,0.01,0.2993
GLOB_2,0.4927,0.6479
GLOB_2,0.0416,0.4681
GLOB_2,0.2541,-0.1437
GLOB_2,0.8101,0.6715
GLOB_2,0.7026,0.3934
GLOB_2,0.2233,-0.0442
GLOB_2,0.0423,0.0458
GLOB_2,0.4228,0.1085
GLOB_2,0.2151,0.6491
GLOB_2,0.4901,0.2468
GLOB_2,0.6259,0.0844
GLOB_3,0.5131,-0.0224
GLOB_3,0.3311,0.0941
GLOB_3,1.0741,-0.3023
GLOB_3,0.5445,0.1314
GLOB_3,0.5237,-0.378
GLOB_3,0.7126,0.394
GLOB_3,0.582,-0.3547
GLOB_3,0.4026,-0.3348
GLOB_3,0.754,-0.0386
GLOB_3,0.5137,0.0529
GLOB_3,0.5203,-0.4022
GLOB_3,0.4292,-0.3865
GLOB_3,0.6529,-0.2113
GLOB_3,0.5442,-0.0309
GLOB_3,0.235,-0.1511
GLOB_3,0.2531,-0.1069
GLOB_3,0.9364,-0.2713
GLOB_3,0.3274,0.0221
GLOB_3,0.6002,-0.1234
GLOB_3,0.3575,-0.5718
GLOB_1,-0.9211,-0.3201
GLOB_1,-0.2771,0.2006
GLOB_1,-0.8567,0.367
GLOB_1,-0.3001,0.0182
GLOB_1,-0.6099,-0.2578
GLOB_1,-0.692,0.2646
GLOB_1,-0.9422,-0.0582
GLOB_1,-0.7746,-0.3795
GLOB_1,-0.4428,-0.0643
GLOB_1,-0.7052,-0.5145
GLOB_1,-0.818,-0.1368
GLOB_1,-0.5539,-0.0282
GLOB_1,-1.4036,0.1419
GLOB_1,0.0969,-0.2886
GLOB_1,-0.9962,-0.2167
GLOB_1,-0.8365,0.0518
GLOB_1,-0.2556,-0.7245
GLOB_1,-0.6142,-0.645
GLOB_1,-0.1406,-0.2955
GLOB_1,-0.1044,-0.5607
GLOB_1,-0.6411,-0.1531
GLOB_1,-0.3526,-0.1437
GLOB_1,-1.1056,-0.5697
GLOB_1,-0.7572,0.246
GLOB_1,-0.1126,-0.4685
GLOB_1,-0.6218,-0.0623
GLOB_1,-0.7227,-0.9252
GLOB_2,0.006,0.2497
GLOB_2,0.335,0.32
GLOB_2,0.2885,0.4477
GLOB_2,0.059,-0.0279
GLOB_2,-0.1197,0.261
GLOB_2,0.658,0.7986
GLOB_2,0.5512,0.2143
GLOB_2,0.2663,0.4634
GLOB_2,0.7438,0.2248
GLOB_2,0.104,0.6315
GLOB_2,-0.071,0.3482
GLOB_2,0.1674,-0.2031
GLOB_2,0.6481,0.4545
GLOB_2,0.4216,-0.175
GLOB_2,0.8442,-0.3818
GLOB_2,-0.1629,0.472
GLOB_2,0.8973,0.0215
GLOB_2,0.9122,0.3631
GLOB_3,0.4521,-0.3416
GLOB_3,0.5864,-0.6664
GLOB_3,0.3852,-0.0526
GLOB_3,-0.0477,0.2688
GLOB_3,0.6466,-0.2105
GLOB_3,0.5557,-0.098
GLOB_3,0.0031,-0.3049
GLOB_3,0.5993,-0.5557
GLOB_3,0.1493,0.108
GLOB_3,0.7003,0.3095
GLOB_3,0.4083,-0.0778
GLOB_3,0.4548,-0.3715
GLOB_3,0.8467,-0.3783
GLOB_3,0.4294,-0.146
GLOB_3,0.5599,-0.4004
GLOB_3,0.4674,-0.6056
